"0","1","2","3","4","5","6","7","8","9","10","11","12","$oid","review_id","user_id","business_id","stars","useful","funny","cool","text","date","$oid (right)"
5046,"twu6pjjgBCoJ62uXbjJdlQ","Taj Boston","15 Arlington St","Boston","MA","02116",42.352861,-71.071593,3.5,251,0,"Restaurants, Hotels, Hotels & Travel, Event Planning & Services","61aca52666e2b451ab58ad0e","YrqbXZ-Jh2V8H71tlLtN1w","S4k4p8iiuby95nmDGOZn9Q","twu6pjjgBCoJ62uXbjJdlQ",4,0,0,0,"Quotes "" All of us. very impressed. Over-indulged and satisfied ""  I'll be back to do the Taj brunch rooftop again",1460395105000,"61aca64ba536b27596ec28c2"
5932,"OtDbf2sYiLVtDYOFVnU3gA","Harry O's Pizza","1405 Washington St","Boston","MA","02118",42.3412749,-71.0703101,3,39,0,"Pizza, Sandwiches, Restaurants, Italian","61aca52666e2b451ab58ad82","xkmypny5H5-kFJR2LfbRcw","oyFBkCKjALTJ1LTSLUyirw","OtDbf2sYiLVtDYOFVnU3gA",4,0,0,0,"I love their greek chicken salads.  I've had a tuna sub from here once that I wasn't impressed with.  But the salads are really good and the feta is really fresh.  The pizza is typical greek pizza- not my favorite.  Its a little pricey- but it has to be considering the location.  If you live in the neighborhood I would definitely pick it up for an easy dinner, and if you work in the neighborhood it makes a great lunch!",1145746292000,"61aca64ba536b27596ec2803"
5932,"OtDbf2sYiLVtDYOFVnU3gA","Harry O's Pizza","1405 Washington St","Boston","MA","02118",42.3412749,-71.0703101,3,39,0,"Pizza, Sandwiches, Restaurants, Italian","61aca52666e2b451ab58ad82","Vogyecb5xylt5pTT4xHPkA","gdtG2BdQ2nB7cYUbXQTV1Q","OtDbf2sYiLVtDYOFVnU3gA",4,1,0,0,"No clue why the ratings on this place are so low, I've ordered from this place twice in the past week & had amazing service and really yummy food. Both times I called for delivery and my order got to me within 20 or so minutes. Servers who took my order were friendly & wished me a fun trip in Boston, I haven't dined in, so I can't comment on any of the ""in the restaurant experience"" - but I would definitely recommend this place based on the experiences I've had.",1446777162000,"61aca64ba536b27596ec2846"
5963,"FX6hd5ppyK7HvQg2yOrHXA","Flippers Pizzeria","80 W Grant St","Orlando","FL","32806",28.5159190049,-81.378384276,3.5,88,1,"Food, Pizza, Sandwiches, Restaurants","61aca52666e2b451ab58ad8a","-wDjniCaoTv8TZ3pqfrRSg","zDt9bSTqGjMgVfF7HFQvsg","FX6hd5ppyK7HvQg2yOrHXA",5,0,0,0,"Fresh ingredients, crispy, light crust. Loved it. The flatbreads are good too.",1297624355000,"61aca64ba536b27596ec290c"
6738,"CFPq1Plq3OU6uNL5k3Ue0g","ICON Park","8375 International Dr","Orlando","FL","32819",28.4444018,-81.4695021,3.5,391,1,"Amusement Parks, Local Flavor, Active Life, Arts & Entertainment, Tours, Restaurants, Hotels & Travel, Observatories, Shopping Centers, Shopping","61aca52666e2b451ab58adef","jHsT4nxL5DsXCXkHGSBmEw","sCPF5_59KYSCRLc45Ni7Fw","CFPq1Plq3OU6uNL5k3Ue0g",3,5,0,1,"It was a nice experience. My job took us here for free with the VIP package and we got champagne. You watch a 3D film first before getting on the eye.
Our tour guide was David and he was good.",1431449152000,"61aca64ba536b27596ec279d"
6738,"CFPq1Plq3OU6uNL5k3Ue0g","ICON Park","8375 International Dr","Orlando","FL","32819",28.4444018,-81.4695021,3.5,391,1,"Amusement Parks, Local Flavor, Active Life, Arts & Entertainment, Tours, Restaurants, Hotels & Travel, Observatories, Shopping Centers, Shopping","61aca52666e2b451ab58adef","MsqRzSZUKXBDBR4mWX1oqw","5sYnLhv7xs2ML1UUnFzSDQ","CFPq1Plq3OU6uNL5k3Ue0g",5,0,0,0,"Her at the Orlando Eye. It's raining but the place is still packed. Loads of stuff to do & are here for the entire family.",1535938005000,"61aca64ba536b27596ec2884"
7001,"5-yfhwOIkUhvDE_O9E0EjQ","Tuscan Kitchen - Seaport","64 Seaport Blvd","Boston","MA","02210",42.3528602,-71.0466196,3.5,237,1,"Restaurants, Nightlife, Italian, Bars","61aca52666e2b451ab58ae00","-ycl9qGDWaGpgFm_7Zv6Vw","HviHWbFy9YpERwxuimxIEQ","5-yfhwOIkUhvDE_O9E0EjQ",1,0,0,0,"Rating take-out. We ordered a chocolate cheese cake and a chocolate cannoli. We received the cannoli and a chocolate cake, didn't feel the need to check that the order was correct since it was two items. The chocolate cake was dry and hard, and tasted like it was not made fresh. The cannoli shell was delicious, but the ricotta was sour (menu did not describe it as such) and ruined the cannoli.",1535074781000,"61aca64ba536b27596ec288a"
7001,"5-yfhwOIkUhvDE_O9E0EjQ","Tuscan Kitchen - Seaport","64 Seaport Blvd","Boston","MA","02210",42.3528602,-71.0466196,3.5,237,1,"Restaurants, Nightlife, Italian, Bars","61aca52666e2b451ab58ae00","zNE1rhKO01OSxKdQefrFYA","GT6wXBSpbs9yORGu6x449A","5-yfhwOIkUhvDE_O9E0EjQ",5,0,0,0,"Food was delicious, specifically the tagliatelle pasta dish. Service was excellent- our waitress, Missy, recommended a great bottle of wine to go with our meals. We live in the Benjamin and will definitely be back!",1525804543000,"61aca64ba536b27596ec294b"
7034,"MC7FoR8K8CZ9vp33QlNaqA","Uno Pizzeria & Grill","731 Boylston St.","Boston","MA","02116",42.3496037,-71.0802561,3,212,0,"Pizza, Bars, American (Traditional), Gluten-Free, Restaurants, Nightlife, Pubs","61aca52666e2b451ab58ae0b","S3p3z56rSuWBKkfDD6ps1g","0WVOU5OT_h9YSZu-Gzuv6w","MC7FoR8K8CZ9vp33QlNaqA",2,1,0,0,"Unos is actually my favorite restaurant and yet it's come to this--a two star review.  This particular Unos I've been to more times than I can count and I've had at least 3 other bad customer service experiences, but the one I had tonight takes the cake.  The guy I had twice before was so negligent that I got his name from my check and memorized it so that when I returned I'd ask that they seat me anywhere but his area.

I came in today and asked for a one person booth for one and she says they don't have any so they had to seat me in the back where all the tables are.  Ok, no real problem, but I was there alone, and it wasn't peak hours just yet; it was obvious that I just wanted to eat and enjoy a meal with minimal disturbance or distraction.  And yet, she tried to seat me DIRECTLY next to another person at a table, even though the whole space where the tables were was empty.  I said no, I'd like to sit over there please (referring to a small table on the other side) and she obliged.  It just seemed like common sense and common courtesy to me.  Even in mall foodcourts, total strangers don't sit directly next to one another, let alone at an uncrowded sit-down restaurant.  

Then, maybe 10 minutes later, they came back and seated a party of two DIRECTLY next to me.  It was extremely awkward because the rest of the area was just about empty and fairly quiet, and they were so close to me.  I was irritated; she easily could have sat them at any other of the 5 empty tables and the waitress assigned to that area wouldn't have been inconvenienced.  I was going to try to tough it out, but the woman at the table turned out to be particularly loud, borderline obnoxious in my opinion.  I put on my headphones (not earbuds, but headphones) to drown her out, even though I'd intended specifically to come there to read while I ate dinner.  Could still hear her loud and clear.  I tactfully asked the waitress if they had a table available up front, and she responds, ""no, they're all taken.  I can serve you here"" pointing to the table 4 inches to my right.  I responded ""No, that would be the same thing"", trying to maintain my tone of voice.  And though my request to be moved was clearly code for ""get me out of here please! NOW."", she wouldn't oblige.  They lied.  There were tables available.  I discovered this when, only moments after they brought out my order, I quickly gathered all of my uneaten food and was walking out to leave with it.  They just didn't want to move me because of the inconvenience of either having to switch me to another waiter, or her having to serve me outside of her table area. 

My whole issue really is that they don't seem customer service centered and reading some of the other reviews, they don't make common sense decisions with their customers.  3 distinct times I've walked out of there in a huff because of the treatment.  I also agree with some of the other reviewers, they tend to take a little too long, even when it's not crowded.  I wouldn't recommend this location at all just because the service is too much of a gamble, you never know what you're gonna get.  To be fair, the food is consistent and I have had some really good waiters here and there, but again, it's too much of a gamble.",1449289379000,"61aca64ba536b27596ec27a3"
7034,"MC7FoR8K8CZ9vp33QlNaqA","Uno Pizzeria & Grill","731 Boylston St.","Boston","MA","02116",42.3496037,-71.0802561,3,212,0,"Pizza, Bars, American (Traditional), Gluten-Free, Restaurants, Nightlife, Pubs","61aca52666e2b451ab58ae0b","wz-5zC4wgyRl0TcVWLIBfw","PyqF5Gln7sqkJZfg4y_VUg","MC7FoR8K8CZ9vp33QlNaqA",4,0,0,0,"After leaving our previous bar we wanted to go to a place where we could get some food quickly and some drinks to enjoy. We walked right in on the bar side (there was a separate more typical dining area too) and seated ourselves in the corner table by the window. Within 10 minutes our waitress came over and took our drink and appetizer order. The place wasn't full but I'd say it was reasonably busy, especially after a group of 10 people came in and got seated right next to us. We ordered the pizza skins and some honey BBQ wings. We got our beers about 10 minutes later and our food shortly after that. It was a good dining experience and our waitress was very friendly. They even had a machine on the table where you could call your server directly on it and pay the check, once we were done we just did that and got out as fast as we got in. The restrooms here were small but were clean. Would come back if in the area.",1521816076000,"61aca64ba536b27596ec2886"
7347,"vQNe7TD_QDpGtGbkaAqi8Q","Bacco","107 Salem St","Boston","MA","02113",42.364189,-71.0554643,3.5,346,1,"Nightlife, Italian, Southern, Bars, Restaurants, Wine Bars","61aca52666e2b451ab58ae2a","nWgrO1ZL6BMqgRVGfbuskg","-EYISDuTbmzIGlykQjS8Wg","vQNe7TD_QDpGtGbkaAqi8Q",3,0,0,0,"Stopped here for a few drinks before dinner, there were some hits and misses and some ingredients that ran out pretty early in the evening. The appetizers were nicely done though.",1462584497000,"61aca64ba536b27596ec2812"
7347,"vQNe7TD_QDpGtGbkaAqi8Q","Bacco","107 Salem St","Boston","MA","02113",42.364189,-71.0554643,3.5,346,1,"Nightlife, Italian, Southern, Bars, Restaurants, Wine Bars","61aca52666e2b451ab58ae2a","FE2m6nQ83Bwmaw0wCP-tVQ","iRwlX-CFZPi69c1ESOsScw","vQNe7TD_QDpGtGbkaAqi8Q",5,0,0,0,"Went here with my family and friends (4 adults 2 young children). The hostess and waiter were incredibly accommodating and kind to us. The service was fantastic and the  food was delicious and fresh! We all had a special pesto linguini with seafood (lobster, jumbo shrimp, and scallops). It was out of this world!  We will definitely be coming back many times!! Totally recommend if you are looking for great food, great atmosphere, and amazing service!",1406514329000,"61aca64ba536b27596ec2729"
7347,"vQNe7TD_QDpGtGbkaAqi8Q","Bacco","107 Salem St","Boston","MA","02113",42.364189,-71.0554643,3.5,346,1,"Nightlife, Italian, Southern, Bars, Restaurants, Wine Bars","61aca52666e2b451ab58ae2a","ISxlek_aeTkqqD6Mlk6zwQ","qy8DP0GZ4KIsNdnepjSLZQ","vQNe7TD_QDpGtGbkaAqi8Q",4,1,0,0,"Excellent service, great atmosphere, and delicious food. The wait staff was very friendly and attentive and the food was very tasty. They have a great selection of seafood, pasta, and chicken, and the appetizers are too good to pass up. It's a great date restaurant or restaurant for a small group.",1397912409000,"61aca64ba536b27596ec27d2"
7943,"a2c2LEBXmFgyCeklauuPsw","Bonchon Orlando","5475 Orlando Gateway Village Cir, 102A","Orlando","FL","32812",28.456245,-81.31096,3.5,288,1,"Korean, Restaurants, Chicken Wings, Asian Fusion","61aca52666e2b451ab58ae7b","5sp-cYz5BZUk8e6WnIkJ2A","lrRlTqJMj6304djOZvZ_4Q","a2c2LEBXmFgyCeklauuPsw",5,0,0,1,"I saw this place on the way out of town a few weeks ago, and had to check it out the next time I was in town. With hurricane Irma bearing down on Florida, I stopped in on a Thursday night for dinner. Other than another pair that were already seated, I was the only one dining there. 

After reading the reviews prior to mine, I was a bit cautious about eating here. I had not eaten at any other Bonchons before, and this was my first experience at one. I have to say that it was a great experience and the food was awesome. 

I had the small combo wings/drums in half spicy and half soy garlic. Both tasted amazing and the crispy-ness of the wings were on a whole new level from what I've had before. I have to give the prize to the spicy flavor, it's really good and not really that spicy. 

I also ordered the bulgogi tacos. They were super tasty and I'd definitely recommend them as well. 

I plan on making this a regular stop for me whenever I'm in town!",1504916888000,"61aca64ba536b27596ec281a"
7943,"a2c2LEBXmFgyCeklauuPsw","Bonchon Orlando","5475 Orlando Gateway Village Cir, 102A","Orlando","FL","32812",28.456245,-81.31096,3.5,288,1,"Korean, Restaurants, Chicken Wings, Asian Fusion","61aca52666e2b451ab58ae7b","kW2M8LcDKCtZtm7RW0xOMQ","1zW5XQF76NJCh35X_yb9cg","a2c2LEBXmFgyCeklauuPsw",3,7,2,3,"First time at BonChon and its alright. It's a pretty small store for the chain concept and possibly great for those looking to experiment with Korean food if they haven't tried it before to get a taste but too afraid to go all in at a Korean restaurant. 

We tried a variety of things and my favorite was the wings (half and half) and the takoyaki (octopus balls). We tried other things such as the pork buns and korean tacos. The pork buns pork belly was very thin and that was disappointing compared to the photo on the menu. Imagine the width and length of a pinky finger. Yup. Then, we chose bulgolgi for the Korean Taco which was easy to eat and okay. The Takoyaki was crispy on the outside but still soft and warm on inside. 

Lastly, the wings. I thought the size was great. It's not too big or small for what I consider normal. I thought it was crispy and crunchy enough but not too hard. We got the half and half which is the spicy and soy. 

Overall, its a okay choice for a casual lunch or dinner. It isn't cheap either though but upscale casual food if you can say that.",1509996332000,"61aca64ba536b27596ec28d3"
4550,"ufZddj_Wo51i7WKGKORl_g","Proccolino's Ristorante & Pizzeria","4080 S Goldenrod Rd","Orlando","FL","32822",28.4891549,-81.2858845,3.5,98,1,"Italian, Pizza, Restaurants, Salad","61aca52666e2b451ab58accb","hAnQuZP71FMfgJlriwWsBw","4LcCztOUU-Q6gOmxbyey7w","ufZddj_Wo51i7WKGKORl_g",1,2,0,0,"The food has always been good, always. The service on he other hand has always always been bad. The waiters always leave you hanging, the owner is rude and, sad to say, ghetto in front of customers. Again, the food is spot on but the service is horrible. I have been coming here for years and it never changes. We are here today, the first time in a couple months and they have renovated. They have expanded into the unit next door. Good renovation, bigger space, better decor. Still a ways to go before it is finished but good. Wish the service was better, unfortunately I doubt I will return. I think today was it.",1434847294000,"61aca64ba536b27596ec270f"
5682,"Je42YeoIWbMUQphd-UsKLA","Paddy O's","33 Union St","Boston","MA","02108",42.36114,-71.056744,3,195,1,"Restaurants, Pubs, Bars, Sports Bars, Burgers, Arts & Entertainment, Nightlife, Music Venues, Sandwiches, Irish","61aca52666e2b451ab58ad65","MLFBoCkhuOuF3bRllqVyiA","FcJw5upAp2kpkEC9yjvkXA","Je42YeoIWbMUQphd-UsKLA",2,0,1,0,"Good may have been good if my server Megan T actually used a pad and took people's orders instead of guessing and just putting whatever she thought you wanted in front of you. Manager offered discounts because everyone else in my party ate but me, and still charged me for bad food. Stay away. Place next door (Hennessy's) had great food and specials. Thanks for charging me for food I didn't eat and trying to pacify me with discounts you never applied. Boo.....boo......on the right side theTV's are in good spots to watches you eat.....well try to eat",1533416087000,"61aca64ba536b27596ec272f"
5682,"Je42YeoIWbMUQphd-UsKLA","Paddy O's","33 Union St","Boston","MA","02108",42.36114,-71.056744,3,195,1,"Restaurants, Pubs, Bars, Sports Bars, Burgers, Arts & Entertainment, Nightlife, Music Venues, Sandwiches, Irish","61aca52666e2b451ab58ad65","PYAb0LeG3YHy3Pn6yosoPQ","uC0JeR24QGw-fCi7CgZ3jA","Je42YeoIWbMUQphd-UsKLA",1,0,0,0,"Insofar as this is a terrible bar, I furthermore assert that my friend shan't not have been exiled from their premises.",1434861995000,"61aca64ba536b27596ec294a"
7767,"NkYfCBULoKFyk9-eTt_jtQ","George's Hideaway","5507 Edgewater Dr","Orlando","FL","32810",28.6086263,-81.4120582,4,16,1,"Nightlife, Restaurants, Pool Halls, Dive Bars, Bars, American (Traditional)","61aca52666e2b451ab58ae5f","27CnFjyjqUcLeGA5TeCxDw","Qf9ppLAStosHHyTqCr6TNQ","NkYfCBULoKFyk9-eTt_jtQ",5,1,0,0,"This best our 1st rodeo here.   We just remembered to check it!
Great Smokey dive bar.   Ask for Daniel in the evenings.  He makes great drinks!",1519427878000,"61aca64ba536b27596ec2949"
4606,"XGusB0YAc4dvaiE8-5dM4A","Parziale's Bakery","80 Prince St","Boston","MA","02113",42.36534,-71.055832,4.5,105,1,"Bakeries, Food, Restaurants","61aca52666e2b451ab58acd5","AEo6uHXLPiKZz2phmGxjVA","jwtTBTYuL8249q26lmJH6A","XGusB0YAc4dvaiE8-5dM4A",4,0,0,0,"Came here today for the first time and everything was good. Realllyyyy good cannoli. Also tried a few cookies and the walnut raisin biscotti. It's a to go place so there are no tables. Nice staff. Loses a star because I asked for a cinnamon apple turnover and she did not put it in the bag. I didn't know it wasn't there until I was long gone. I also prefer a place where I can sit inside to eat and have coffee. May return to take some pastries home still",1328066453000,"61aca64ba536b27596ec2801"
5768,"geqpfK2WO6uHJCDpNofURA","Metropolis","584 Tremont St","Boston","MA","02118",42.34324,-71.072621,4,486,1,"French, Bars, Restaurants, Mediterranean, Cocktail Bars, Breakfast & Brunch, American (New), Wine Bars, Gastropubs, Nightlife","61aca52666e2b451ab58ad6b","HQ5BdjIOCmJsweg2R0alWQ","FM9kxI_Z0jjSOptnTfZ-sA","geqpfK2WO6uHJCDpNofURA",4,0,0,0,"I've been for brunch a few times, but I'm sort of meh about brunch. Just don't really eat pancakes and all that stuff, and they do a nice job with two eggs, but it's not exactly something I would get crazy enough to write a review about.
Then I needed a last minute place for dinner. They never seem to be very crowded when I want to go, usually on the early side. I do love the ambiance, which is like a nice little Parisian cafe. The night I went in to meet two other people, I was early, and sat at our table watching the sun slant into this lovely gem of a room. Very nice vibe....

They had 6 rose wines on the blackboard, from France and Spain as well as the US. I ordered a flight of rose for $15, and expected those dinky little two ounce shot glass kind of things. Imagine my surprise when I got fairly reasonable pours of all three. My friends came, and we proceeded to enjoy an amazing meal. We had the watermelon and tomato salad, the kale and brussels salad for apps. For dinner we black pearl salmon, the vegetable entree (that night it had cauliflower and chickpeas, and a slightly middle eastern flavor), and the rigatoni. The latter was mine, and I have to say,  it was gorgeous, with the perfect ratios and flavoring. I took leftovers home and ate them the next day for lunch, and it was just as good. 

Then, I dreamed about it two nights later.  No really----I dreamed about a pasta dish I had in a restaurant. I had to go back. 

When I went back, I tried the Saint M reisling, which was spectacular. I've been looking for a reisling that is very dry but still has the flavor, that floral, fruity thing I associate with the wine. I was with another diner, and she had the rigatoni while I had the risotto. These change fairly often---mine was with snap peas and other green summer vegetables. Risotto is always too rich for me, but here again, I brought it home and it made a great lunch.  LAter I discovered you can order a half serving of risotto or the rigatoni, which evidently has been on the menu for like 20 years. 

Unlike several other reviewers, I've found the service to be attentive and informed, especially about wine.  The servers also have personalities, so it's like talking to real people, not automated servant bots. Prices are, to me, very reasonable for the quality of food. I like that I can get in without making a reservation a week in advance, like some other spots on Tremont. I'll definitely be back at this excellent neighborhood cafe.",1470274009000,"61aca64ba536b27596ec280a"
5768,"geqpfK2WO6uHJCDpNofURA","Metropolis","584 Tremont St","Boston","MA","02118",42.34324,-71.072621,4,486,1,"French, Bars, Restaurants, Mediterranean, Cocktail Bars, Breakfast & Brunch, American (New), Wine Bars, Gastropubs, Nightlife","61aca52666e2b451ab58ad6b","dVq6bkCqpc1H6oFDaVPT5g","FrFS51RuRpRG1CxHHrv8Fw","geqpfK2WO6uHJCDpNofURA",5,0,0,0,"Rigatone and Steak.  That's all I have to say!!!! This place has some of the best food I've tasted in Boston!",1228314113000,"61aca64ba536b27596ec275c"
5825,"J1uidHIL7nE_noUuvFXj0A","Grotto","37 Bowdoin St","Boston","MA","02114",42.359860755,-71.06328974,4,815,1,"Restaurants, Italian","61aca52666e2b451ab58ad71","RriQVtYHg_ZKD9VqDHqvXA","UWbeK9w_jBYqlgkJUw-sCA","J1uidHIL7nE_noUuvFXj0A",4,0,0,0,"Food was absolutely superb from start to finish. Just incredible. And extremely reasonable for the quality. Including reasonable ($65) bottle of wine. The meal for 3 was $210 pre-tip. 

Sadly our awful waitress was curt and forgot that we ordered 2 sides (we never got them and I didn't ask for them a second time or remind her as once we saw the entrées and realized we probably didn't need them). But she never mentioned it for the rest of the night. I also would have liked coffee with dessert but none was offered. It cost her in the tip but we still had a wonderful time. 

Highy recommend the cavatelle and the ravioli for starter, the scallops and halibut for entrées.  The calimari was good, not as good as the other starters and the veal was very good, but again, not as good as the others entrées.  The calimari and veal were NOT bad, they were very good, it's just the others were absolutely outstanding! 

Panna cotta and chocolate lava cake w/ice cream was out.of.this.world! Love this little gem and will be back. We'll just ask for a different waitress.",1474212555000,"61aca64ba536b27596ec27d5"
5825,"J1uidHIL7nE_noUuvFXj0A","Grotto","37 Bowdoin St","Boston","MA","02114",42.359860755,-71.06328974,4,815,1,"Restaurants, Italian","61aca52666e2b451ab58ad71","ATjsYNWzJur2i5GTE3_lIw","7XiwWIL4VROuwTjaodCNkA","J1uidHIL7nE_noUuvFXj0A",5,1,0,0,"We went there for restaurant week and had an amazing experience. The service was among the best I've ever experienced and the food was also incredible. They were able to accommodate many allergies and food preferences at my table without any problems.",1458238206000,"61aca64ba536b27596ec2716"
5825,"J1uidHIL7nE_noUuvFXj0A","Grotto","37 Bowdoin St","Boston","MA","02114",42.359860755,-71.06328974,4,815,1,"Restaurants, Italian","61aca52666e2b451ab58ad71","ZfRYsEjT7OxaJbXEwYI1rQ","ZUQUkf_68A236wmr-metww","J1uidHIL7nE_noUuvFXj0A",1,1,0,0,"This was a really disappointing experience. After reading all the great reviews I thought I would give this place a shot. first of all ,this place is like being in a small basement crammed with people with almost no space to walk around. I don't understand how people find this romantic i couldn't even have a conversation with my fiance it was that loud. The waiter sat us in a corner table that was so dark we couldn't even see what we were eating, actually the entire place is dark like a dungeon.The food was bland , for 10$ you get a salad that contains a few leaves of spinach with some beets cut and filled with cheese. The chicken was dry and pasta was like chewing plastic, but for the 38$ fixed price we had to scarf it down. The dessert was decent though I enjoyed it and that's the only reason I'm giving this place one star.",1433785474000,"61aca64ba536b27596ec28ce"
5825,"J1uidHIL7nE_noUuvFXj0A","Grotto","37 Bowdoin St","Boston","MA","02114",42.359860755,-71.06328974,4,815,1,"Restaurants, Italian","61aca52666e2b451ab58ad71","u_EzXbmDlWAqNuXJsAJRZQ","yqWgtzhAMgh5BPPeiziRHg","J1uidHIL7nE_noUuvFXj0A",3,1,1,1,"Restaurant week review. Overall: just good. The entrance is weird in that when you walk in, you're amongst the dining tables. You just kind of stand there. So I stood there a couple minutes before anyone even acknowledged I was there. I understand they were full but a waiter made eye contact with me and looked away! It was another couple minutes before I was seated. Person who sat me then apologized about the wait. 

Grotto is small and in a basement of sorts. It's dark and pretty cramped. 
I also waited considerably for my order to be taken. My server was Angela. I finally ordered the calamari to start. It was fantastic!I had the potato gnocchi with mushrooms and I was really excited and hoped it would be amazing. It was good, but room temp when it arrived at my table. Parts of the dish were really salty, as if it hadn't been mixed properly or something. It was almost really good. 
The dessert was spectacular! I had the panna cotta which was simply heaven!

I would go back to Grotto on a day that is not super busy, if there is such a thing.

Oh and they are doing restaurant ""week"" all through the Month of March!",1300641775000,"61aca64ba536b27596ec2911"
5825,"J1uidHIL7nE_noUuvFXj0A","Grotto","37 Bowdoin St","Boston","MA","02114",42.359860755,-71.06328974,4,815,1,"Restaurants, Italian","61aca52666e2b451ab58ad71","ajTK-0vlVImyR7pxKVUMWw","s16-BUo-orUsELvMu5ocKg","J1uidHIL7nE_noUuvFXj0A",4,4,0,2,"Blink and you'll miss this wonderful, subterranean hole-in-the-wall restaurant with its cozy yet minimalist decor that makes you want to sit and chat with a bottle of wine for hours on end.

My friend had the Chicken Parmigiana and I did the 3-course prix fixe for $35, starting with the Fra Diavolo. Both were insanely delicious. Huge portions, wonderfully cooked. Her chicken was meaty and juicy. My Fra Diavolo came with a generous helping of perfectly-buttered lobster, thick, fabulous spicy tomato sauce and chewy noodles. It's one of my favorite types of pasta (how can you go wrong with seafood and spicy sauce?) and Grotto's was fantastic!

Also treated myself to a Bellini, the only cocktail they serve. It had all the peach puree-y goodness one expects from the classic cocktail, though at $10, it was a tad pricey for the amount.

Service was consistently great, from the beginning where we were the first customers, to the end, when it got packed (on a Monday night!). This is the perfect date spot, friend spot, family spot....any spot! And the 3-course prix fixe, which allows you to choose from anything on their menu, is one of the best prix fixe deals around.",1286379334000,"61aca64ba536b27596ec2910"
6585,"6fF-nAA2AWTPYF2vlOzqtg","Santarpio's Pizza","111 Chelsea St","Boston","MA","02128",42.3726632,-71.0353016,4,1281,1,"Restaurants, Barbeque, Pizza","61aca52666e2b451ab58add7","jHairzC8v1liBgApezy6Iw","fa3P8dibTRU8QG-XwVMigw","6fF-nAA2AWTPYF2vlOzqtg",4,1,2,3,"Good pizza, with a cult following. Worth a trip out on the blue line. Not the best I've ever had--the crust is too bland and mealy, and the cheese is a little rubbery--but still delicious. The sweet, herby sauce is the best part of this pizza.

The price is right (about $10 for eight nice-sized slices). The place is unpleasantly dirty though. My water glass was filthy, and crumbs were everywhere. Friendly service and ultracasual,blue-collar atmosphere.",1145054408000,"61aca64ba536b27596ec2805"
6585,"6fF-nAA2AWTPYF2vlOzqtg","Santarpio's Pizza","111 Chelsea St","Boston","MA","02128",42.3726632,-71.0353016,4,1281,1,"Restaurants, Barbeque, Pizza","61aca52666e2b451ab58add7","tga3pGl7bTV14dhJhMsAXQ","vEcB6oOsINykmBzeh6FR2g","6fF-nAA2AWTPYF2vlOzqtg",5,1,1,0,"Nice unpretentious.  My son loved his steak tips   My pizza without cheese and veggies was perfect. He also raved about his cheese pizza.",1401064723000,"61aca64ba536b27596ec2764"
6585,"6fF-nAA2AWTPYF2vlOzqtg","Santarpio's Pizza","111 Chelsea St","Boston","MA","02128",42.3726632,-71.0353016,4,1281,1,"Restaurants, Barbeque, Pizza","61aca52666e2b451ab58add7","Hem-tJJcuU7ykoXjGBPDMA","yLS7sNv4FxvrFC-GVOun0w","6fF-nAA2AWTPYF2vlOzqtg",4,0,0,0,"Santarpio's is not just about the pie and bbq, it's about the whole experience. The neighborhood,the line, the rec room decor, the locals, and the throw back waiters all rolled into one of best classic pizza joints in Boston. The pizza itself is thin crust (corn meal on bottom) plain sauce, and the usual cast of toppings. The pies are on the small size, but very inexpensive. Not New Haven good but pretty good for Boston. Go on summer night throw back a few cold beers with a garlic and onion pizza with some friends and call it a night.",1333073761000,"61aca64ba536b27596ec2768"
6585,"6fF-nAA2AWTPYF2vlOzqtg","Santarpio's Pizza","111 Chelsea St","Boston","MA","02128",42.3726632,-71.0353016,4,1281,1,"Restaurants, Barbeque, Pizza","61aca52666e2b451ab58add7","jzGm7bKTlWluuPrYP0j8WA","veWf1zwyUSf8NmePciOsTg","6fF-nAA2AWTPYF2vlOzqtg",5,0,0,0,"Best lamb tips and BBQ sausage. Pizza is best around. It's a dive. But worth going to.",1445607034000,"61aca64ba536b27596ec276b"
6585,"6fF-nAA2AWTPYF2vlOzqtg","Santarpio's Pizza","111 Chelsea St","Boston","MA","02128",42.3726632,-71.0353016,4,1281,1,"Restaurants, Barbeque, Pizza","61aca52666e2b451ab58add7","Osvvn5MbHPA_hualyzeguQ","yLoc8z3K7qV1t63mELyG_A","6fF-nAA2AWTPYF2vlOzqtg",5,0,0,0,"Would I drive hours for this pizza? Probably not. But if you are in the area- get it. It is not earth shattering, but just a very good pizza. Good sauce, great cheese and a nice crust. That's it. A place that does one thing very very well.",1453035658000,"61aca64ba536b27596ec2765"
6585,"6fF-nAA2AWTPYF2vlOzqtg","Santarpio's Pizza","111 Chelsea St","Boston","MA","02128",42.3726632,-71.0353016,4,1281,1,"Restaurants, Barbeque, Pizza","61aca52666e2b451ab58add7","qMVE_bPYD4nSoOQ8FgYTgA","71hcP2Rtu2RnDivBVBBSaA","6fF-nAA2AWTPYF2vlOzqtg",5,0,0,0,"My favorite pizza in Boston.  Was there last night after having an urge for this pizza for a week.  It must be the sauce or the dough, but this pizza tastes so fresh and delicious.  You gotta be into the ambiance which is not fancy, to say the least.  It's a funky place, but the pizza and grilled meats are basic and exceptional.  Starting to want some more right now!",1297613997000,"61aca64ba536b27596ec27ed"
